,Vehicle,engine_type,engine_config,cylinders,displacement,hp,tq
13050,"2005 GMC Canyon Specs: Ext Cab 125.9"" WB SL Z85",i4,i,4,2.8,175,185
13051,"2005 GMC Canyon Specs: Ext Cab 125.9"" WB SL Z71",i4,i,4,2.8,175,185
13052,"2005 GMC Canyon Specs: Ext Cab 125.9"" WB 4WD SLE Z85",i4,i,4,2.8,175,185
13053,"2005 GMC Canyon Specs: Ext Cab 125.9"" WB 4WD SLE Z71",i4,i,4,2.8,175,185
13054,"2005 GMC Canyon Specs: Ext Cab 125.9"" WB 4WD SL Z85",i4,i,4,2.8,175,185
13055,"2005 GMC Canyon Specs: Ext Cab 125.9"" WB 4WD SL Z71",i4,i,4,2.8,175,185
13056,"2005 GMC Canyon Specs: Crew Cab 126.0"" WB 4WD 1SF SLE Z71",i5,i,5,3.5,220,225
13057,"2005 GMC Canyon Specs: Crew Cab 126.0"" WB 4WD 1SE SLE Z71",i5,i,5,3.5,220,225
13058,"2005 GMC Canyon Specs: Crew Cab 126.0"" WB 4WD 1SC SLE Z85",i4,i,4,2.8,175,185
13059,"2005 GMC Canyon Specs: Crew Cab 126.0"" WB 4WD 1SB SLE Z85",i4,i,4,2.8,175,185
13060,"2005 GMC Canyon Specs: Crew Cab 126.0"" WB 1SF SLE Z71",i5,i,5,3.5,220,225
13061,"2005 GMC Canyon Specs: Crew Cab 126.0"" WB 1SE SLE Z71",i5,i,5,3.5,220,225
13062,"2005 GMC Canyon Specs: Crew Cab 126.0"" WB 1SC SLE Z85",i4,i,4,2.8,175,185
13063,"2004 GMC Canyon Specs: Crew Cab 126.0"" WB 1SB SLE Z85",i4,i,4,2.8,175,185
13064,2004 GMC Canyon Specs: Reg Chassis Cab SL Z71,i4,i,4,2.8,175,185
13065,"2004 GMC Canyon Specs: Reg Cab 111.2"" WB SLE Z85",i4,i,4,2.8,175,185
13066,"2004 GMC Canyon Specs: Reg Cab 111.2"" WB SLE Z71",i4,i,4,2.8,175,185
13067,"2004 GMC Canyon Specs: Reg Cab 111.2"" WB SL Z85",i4,i,4,2.8,175,185
13068,"2004 GMC Canyon Specs: Reg Cab 111.2"" WB SL Z71",i4,i,4,2.8,175,185
13069,"2004 GMC Canyon Specs: Reg Cab 111.2"" WB 4WD SLE Z85",i4,i,4,2.8,175,185
13070,"2004 GMC Canyon Specs: Reg Cab 111.2"" WB 4WD SLE Z71",i4,i,4,2.8,175,185
13071,"2004 GMC Canyon Specs: Reg Cab 111.2"" WB 4WD SL Z85",i4,i,4,2.8,175,185
13072,"2004 GMC Canyon Specs: Reg Cab 111.2"" WB 4WD SL Z71",i4,i,4,2.8,175,185
13073,"2004 GMC Canyon Specs: Ext Cab 125.9"" WB SLE Z85",i4,i,4,2.8,175,185
13074,"2004 GMC Canyon Specs: Ext Cab 125.9"" WB SLE Z71",i4,i,4,2.8,175,185
13075,"2004 GMC Canyon Specs: Ext Cab 125.9"" WB SL Z85",i4,i,4,2.8,175,185
13076,"2004 GMC Canyon Specs: Ext Cab 125.9"" WB SL Z71",i4,i,4,2.8,175,185
13077,"2004 GMC Canyon Specs: Ext Cab 125.9"" WB 4WD SLE Z85",i4,i,4,2.8,175,185
13078,"2004 GMC Canyon Specs: Ext Cab 125.9"" WB 4WD SLE Z71",i4,i,4,2.8,175,185
13079,"2004 GMC Canyon Specs: Ext Cab 125.9"" WB 4WD SL Z85",i4,i,4,2.8,175,185
13080,"2004 GMC Canyon Specs: Ext Cab 125.9"" WB 4WD SL Z71",i4,i,4,2.8,175,185
13081,"2004 GMC Canyon Specs: Crew Cab 126.0"" WB 4WD 1SF SLE Z71",i5,i,5,3.5,220,225
13082,"2004 GMC Canyon Specs: Crew Cab 126.0"" WB 4WD 1SE SLE Z71",i5,i,5,3.5,220,225
13083,"2004 GMC Canyon Specs: Crew Cab 126.0"" WB 4WD 1SC SLE Z85",i4,i,4,2.8,175,185
13084,"2004 GMC Canyon Specs: Crew Cab 126.0"" WB 4WD 1SB SLE Z85",i4,i,4,2.8,175,185
13085,"2004 GMC Canyon Specs: Crew Cab 126.0"" WB 1SF SLE Z71",i5,i,5,3.5,220,225
13086,"2004 GMC Canyon Specs: Crew Cab 126.0"" WB 1SE SLE Z71",i5,i,5,3.5,220,225
13087,"2004 GMC Canyon Specs: Crew Cab 126.0"" WB 1SC SLE Z85",i4,i,4,2.8,175,185
13088,"2018 GMC Sierra 2500HD Specs: 2WD Crew Cab 153.7""",v8,v,8,6.0,360,380
13089,"2018 GMC Sierra 2500HD Specs: 4WD Reg Cab 133.6"" SLE",v8,v,8,6.0,360,380
13090,"2018 GMC Sierra 2500HD Specs: 4WD Reg Cab 133.6""",v8,v,8,6.0,360,380
13091,"2018 GMC Sierra 2500HD Specs: 4WD Double Cab 158.1"" SLT",v8,v,8,6.0,360,380
13092,"2018 GMC Sierra 2500HD Specs: 4WD Double Cab 158.1"" SLE",v8,v,8,6.0,360,380
13093,"2018 GMC Sierra 2500HD Specs: 4WD Double Cab 158.1""",v8,v,8,6.0,360,380
13094,"2018 GMC Sierra 2500HD Specs: 4WD Double Cab 144.2"" SLT",v8,v,8,6.0,360,380
13095,"2018 GMC Sierra 2500HD Specs: 4WD Double Cab 144.2"" SLE",v8,v,8,6.0,360,380
13096,"2018 GMC Sierra 2500HD Specs: 4WD Double Cab 144.2""",v8,v,8,6.0,360,380
13097,"2018 GMC Sierra 2500HD Specs: 4WD Crew Cab 167.7"" SLT",v8,v,8,6.0,360,380
13098,"2018 GMC Sierra 2500HD Specs: 4WD Crew Cab 167.7"" SLE",v8,v,8,6.0,360,380
13099,"2018 GMC Sierra 2500HD Specs: 4WD Crew Cab 167.7""",v8,v,8,6.0,360,380
13100,"2018 GMC Sierra 2500HD Specs: 4WD Crew Cab 153.7"" SLT",v8,v,8,6.0,360,380
13101,"2018 GMC Sierra 2500HD Specs: 4WD Crew Cab 153.7"" SLE",v8,v,8,6.0,360,380
13102,"2018 GMC Sierra 2500HD Specs: 4WD Crew Cab 153.7"" Denali",v8,v,8,6.0,360,380
13103,"2018 GMC Sierra 2500HD Specs: 4WD Crew Cab 153.7""",v8,v,8,6.0,360,380
13104,"2018 GMC Sierra 2500HD Specs: 2WD Reg Cab 133.6"" SLE",v8,v,8,6.0,360,380
13105,"2018 GMC Sierra 2500HD Specs: 2WD Reg Cab 133.6""",v8,v,8,6.0,360,380
13106,"2018 GMC Sierra 2500HD Specs: 2WD Double Cab 158.1"" SLT",v8,v,8,6.0,360,380
13107,"2018 GMC Sierra 2500HD Specs: 2WD Double Cab 158.1"" SLE",v8,v,8,6.0,360,380
13108,"2018 GMC Sierra 2500HD Specs: 2WD Double Cab 158.1""",v8,v,8,6.0,360,380
13109,"2018 GMC Sierra 2500HD Specs: 2WD Double Cab 144.2"" SLT",v8,v,8,6.0,360,380
13110,"2018 GMC Sierra 2500HD Specs: 2WD Double Cab 144.2"" SLE",v8,v,8,6.0,360,380
13111,"2018 GMC Sierra 2500HD Specs: 2WD Double Cab 144.2""",v8,v,8,6.0,360,380
13112,"2018 GMC Sierra 2500HD Specs: 2WD Crew Cab 167.7"" SLT",v8,v,8,6.0,360,380
13113,"2018 GMC Sierra 2500HD Specs: 2WD Crew Cab 167.7"" SLE",v8,v,8,6.0,360,380
13114,"2018 GMC Sierra 2500HD Specs: 2WD Crew Cab 167.7""",v8,v,8,6.0,360,380
13115,"2018 GMC Sierra 2500HD Specs: 2WD Crew Cab 153.7"" SLT",v8,v,8,6.0,360,380
13116,"2018 GMC Sierra 2500HD Specs: 2WD Crew Cab 153.7"" SLE",v8,v,8,6.0,360,380
13117,"2018 GMC Sierra 2500HD Specs: 2WD Crew Cab 153.7"" Denali",v8,v,8,6.0,360,380
13118,"2016 GMC Sierra 2500HD Specs: 2WD Crew Cab 153.7""",v8,v,8,6.0,360,380
13119,"2016 GMC Sierra 2500HD Specs: 4WD Reg Cab 133.6"" SLE",v8,v,8,6.0,360,380
13120,"2016 GMC Sierra 2500HD Specs: 4WD Reg Cab 133.6""",v8,v,8,6.0,360,380
13121,"2016 GMC Sierra 2500HD Specs: 4WD Double Cab 158.1"" SLT",v8,v,8,6.0,360,380
13122,"2016 GMC Sierra 2500HD Specs: 4WD Double Cab 158.1"" SLE",v8,v,8,6.0,360,380
13123,"2016 GMC Sierra 2500HD Specs: 4WD Double Cab 158.1""",v8,v,8,6.0,360,380
13124,"2016 GMC Sierra 2500HD Specs: 4WD Double Cab 144.2"" SLT",v8,v,8,6.0,360,380
13125,"2016 GMC Sierra 2500HD Specs: 4WD Double Cab 144.2"" SLE",v8,v,8,6.0,360,380
13126,"2016 GMC Sierra 2500HD Specs: 4WD Double Cab 144.2""",v8,v,8,6.0,360,380
13127,"2016 GMC Sierra 2500HD Specs: 4WD Crew Cab 167.7"" SLT",v8,v,8,6.0,360,380
13128,"2016 GMC Sierra 2500HD Specs: 4WD Crew Cab 167.7"" SLE",v8,v,8,6.0,360,380
13129,"2016 GMC Sierra 2500HD Specs: 4WD Crew Cab 167.7""",v8,v,8,6.0,360,380
13130,"2016 GMC Sierra 2500HD Specs: 4WD Crew Cab 153.7"" SLT",v8,v,8,6.0,360,380
13131,"2016 GMC Sierra 2500HD Specs: 4WD Crew Cab 153.7"" SLE",v8,v,8,6.0,360,380
13132,"2016 GMC Sierra 2500HD Specs: 4WD Crew Cab 153.7"" Denali",v8,v,8,6.0,360,380
13133,"2016 GMC Sierra 2500HD Specs: 4WD Crew Cab 153.7""",v8,v,8,6.0,360,380
13134,"2016 GMC Sierra 2500HD Specs: 2WD Reg Cab 133.6"" SLE",v8,v,8,6.0,360,380
13135,"2016 GMC Sierra 2500HD Specs: 2WD Reg Cab 133.6""",v8,v,8,6.0,360,380
13136,"2016 GMC Sierra 2500HD Specs: 2WD Double Cab 158.1"" SLT",v8,v,8,6.0,360,380
13137,"2016 GMC Sierra 2500HD Specs: 2WD Double Cab 158.1"" SLE",v8,v,8,6.0,360,380
13138,"2016 GMC Sierra 2500HD Specs: 2WD Double Cab 158.1""",v8,v,8,6.0,360,380
13139,"2016 GMC Sierra 2500HD Specs: 2WD Double Cab 144.2"" SLT",v8,v,8,6.0,360,380
13140,"2016 GMC Sierra 2500HD Specs: 2WD Double Cab 144.2"" SLE",v8,v,8,6.0,360,380
13141,"2016 GMC Sierra 2500HD Specs: 2WD Double Cab 144.2""",v8,v,8,6.0,360,380
13142,"2016 GMC Sierra 2500HD Specs: 2WD Crew Cab 167.7"" SLT",v8,v,8,6.0,360,380
13143,"2016 GMC Sierra 2500HD Specs: 2WD Crew Cab 167.7"" SLE",v8,v,8,6.0,360,380
13144,"2016 GMC Sierra 2500HD Specs: 2WD Crew Cab 167.7""",v8,v,8,6.0,360,380
13145,"2016 GMC Sierra 2500HD Specs: 2WD Crew Cab 153.7"" SLT",v8,v,8,6.0,360,380
13146,"2016 GMC Sierra 2500HD Specs: 2WD Crew Cab 153.7"" SLE",v8,v,8,6.0,360,380
13147,"2016 GMC Sierra 2500HD Specs: 2WD Crew Cab 153.7"" Denali",v8,v,8,6.0,360,380
13148,"2015 GMC Sierra 2500HD Specs: 2WD Crew Cab 153.7""",v8,v,8,6.0,360,380
13149,"2015 GMC Sierra 2500HD Specs: 4WD Reg Cab 133.6"" SLE",v8,v,8,6.0,360,380
13150,"2015 GMC Sierra 2500HD Specs: 4WD Reg Cab 133.6""",v8,v,8,6.0,360,380
13151,"2015 GMC Sierra 2500HD Specs: 4WD Double Cab 158.1"" SLT",v8,v,8,6.0,360,380
13152,"2015 GMC Sierra 2500HD Specs: 4WD Double Cab 158.1"" SLE",v8,v,8,6.0,360,380
13153,"2015 GMC Sierra 2500HD Specs: 4WD Double Cab 158.1""",v8,v,8,6.0,360,380
13154,"2015 GMC Sierra 2500HD Specs: 4WD Double Cab 144.2"" SLT",v8,v,8,6.0,360,380
13155,"2015 GMC Sierra 2500HD Specs: 4WD Double Cab 144.2"" SLE",v8,v,8,6.0,360,380
13156,"2015 GMC Sierra 2500HD Specs: 4WD Double Cab 144.2""",v8,v,8,6.0,360,380
13157,"2015 GMC Sierra 2500HD Specs: 4WD Crew Cab 167.7"" SLT",v8,v,8,6.0,360,380
13158,"2015 GMC Sierra 2500HD Specs: 4WD Crew Cab 167.7"" SLE",v8,v,8,6.0,360,380
13159,"2015 GMC Sierra 2500HD Specs: 4WD Crew Cab 167.7""",v8,v,8,6.0,360,380
13160,"2015 GMC Sierra 2500HD Specs: 4WD Crew Cab 153.7"" SLT",v8,v,8,6.0,360,380
13161,"2015 GMC Sierra 2500HD Specs: 4WD Crew Cab 153.7"" SLE",v8,v,8,6.0,360,380
13162,"2015 GMC Sierra 2500HD Specs: 4WD Crew Cab 153.7"" Denali",v8,v,8,6.0,360,380
13163,"2015 GMC Sierra 2500HD Specs: 4WD Crew Cab 153.7""",v8,v,8,6.0,360,380
13164,"2015 GMC Sierra 2500HD Specs: 2WD Reg Cab 133.6"" SLE",v8,v,8,6.0,360,380
13165,"2015 GMC Sierra 2500HD Specs: 2WD Reg Cab 133.6""",v8,v,8,6.0,360,380
13166,"2015 GMC Sierra 2500HD Specs: 2WD Double Cab 158.1"" SLT",v8,v,8,6.0,360,380
13167,"2015 GMC Sierra 2500HD Specs: 2WD Double Cab 158.1"" SLE",v8,v,8,6.0,360,380
13168,"2015 GMC Sierra 2500HD Specs: 2WD Double Cab 158.1""",v8,v,8,6.0,360,380
13169,"2015 GMC Sierra 2500HD Specs: 2WD Double Cab 144.2"" SLT",v8,v,8,6.0,360,380
13170,"2015 GMC Sierra 2500HD Specs: 2WD Double Cab 144.2"" SLE",v8,v,8,6.0,360,380
13171,"2015 GMC Sierra 2500HD Specs: 2WD Double Cab 144.2""",v8,v,8,6.0,360,380
13172,"2015 GMC Sierra 2500HD Specs: 2WD Crew Cab 167.7"" SLT",v8,v,8,6.0,360,380
13173,"2015 GMC Sierra 2500HD Specs: 2WD Crew Cab 167.7"" SLE",v8,v,8,6.0,360,380
13174,"2015 GMC Sierra 2500HD Specs: 2WD Crew Cab 167.7""",v8,v,8,6.0,360,380
13175,"2015 GMC Sierra 2500HD Specs: 2WD Crew Cab 153.7"" SLT",v8,v,8,6.0,360,380
13176,"2015 GMC Sierra 2500HD Specs: 2WD Crew Cab 153.7"" SLE",v8,v,8,6.0,360,380
13177,"2015 GMC Sierra 2500HD Specs: 2WD Crew Cab 153.7"" Denali",v8,v,8,6.0,360,380
13178,"2014 GMC Sierra 2500HD Specs: 2WD Crew Cab 153.7"" Denali",v8,v,8,6.0,360,380
13179,"2014 GMC Sierra 2500HD Specs: 4WD Reg Cab 133.7"" Work Truck",v8,v,8,6.0,360,380
13180,"2014 GMC Sierra 2500HD Specs: 4WD Reg Cab 133.7"" SLE",v8,v,8,6.0,360,380
13181,"2014 GMC Sierra 2500HD Specs: 4WD Crew Cab 167.7"" Work Truck",v8,v,8,6.0,360,380
13182,"2014 GMC Sierra 2500HD Specs: 4WD Crew Cab 167.7"" SLT",v8,v,8,6.0,360,380
13183,"2014 GMC Sierra 2500HD Specs: 4WD Crew Cab 167.7"" SLE",v8,v,8,6.0,360,380
13184,"2014 GMC Sierra 2500HD Specs: 4WD Crew Cab 153.7"" Work Truck",v8,v,8,6.0,360,380
13185,"2014 GMC Sierra 2500HD Specs: 4WD Crew Cab 153.7"" SLT",v8,v,8,6.0,360,380
13186,"2014 GMC Sierra 2500HD Specs: 4WD Crew Cab 153.7"" SLE",v8,v,8,6.0,360,380
13187,"2014 GMC Sierra 2500HD Specs: 4WD Crew Cab 153.7"" Denali",v8,v,8,6.0,360,380
13188,"2014 GMC Sierra 2500HD Specs: 2WD Reg Cab 133.7"" Work Truck",v8,v,8,6.0,360,380
13189,"2014 GMC Sierra 2500HD Specs: 2WD Reg Cab 133.7"" SLE",v8,v,8,6.0,360,380
13190,"2014 GMC Sierra 2500HD Specs: 2WD Crew Cab 167.7"" Work Truck",v8,v,8,6.0,360,380
13191,"2014 GMC Sierra 2500HD Specs: 2WD Crew Cab 167.7"" SLT",v8,v,8,6.0,360,380
13192,"2014 GMC Sierra 2500HD Specs: 2WD Crew Cab 167.7"" SLE",v8,v,8,6.0,360,380
13193,"2014 GMC Sierra 2500HD Specs: 2WD Crew Cab 153.7"" Work Truck",v8,v,8,6.0,360,380
13194,"2014 GMC Sierra 2500HD Specs: 2WD Crew Cab 153.7"" SLT",v8,v,8,6.0,360,380
13195,"2014 GMC Sierra 2500HD Specs: 2WD Crew Cab 153.7"" SLE",v8,v,8,6.0,360,380
13196,"2013 GMC Sierra 2500HD Specs: 2WD Crew Cab 153.7"" Denali",v8,v,8,6.0,360,380
13197,"2013 GMC Sierra 2500HD Specs: 4WD Reg Cab 133.7"" Work Truck",v8,v,8,6.0,360,380
13198,"2013 GMC Sierra 2500HD Specs: 4WD Reg Cab 133.7"" SLE",v8,v,8,6.0,360,380
13199,"2013 GMC Sierra 2500HD Specs: 4WD Ext Cab 158.2"" Work Truck",v8,v,8,6.0,360,380
13200,"2013 GMC Sierra 2500HD Specs: 4WD Ext Cab 158.2"" SLT",v8,v,8,6.0,360,380
13201,"2013 GMC Sierra 2500HD Specs: 4WD Ext Cab 158.2"" SLE",v8,v,8,6.0,360,380
13202,"2013 GMC Sierra 2500HD Specs: 4WD Ext Cab 144.2"" Work Truck",v8,v,8,6.0,360,380
13203,"2013 GMC Sierra 2500HD Specs: 4WD Ext Cab 144.2"" SLT",v8,v,8,6.0,360,380
13204,"2013 GMC Sierra 2500HD Specs: 4WD Ext Cab 144.2"" SLE",v8,v,8,6.0,360,380
13205,"2013 GMC Sierra 2500HD Specs: 4WD Crew Cab 167.7"" Work Truck",v8,v,8,6.0,360,380
13206,"2013 GMC Sierra 2500HD Specs: 4WD Crew Cab 167.7"" SLT",v8,v,8,6.0,360,380
13207,"2013 GMC Sierra 2500HD Specs: 4WD Crew Cab 167.7"" SLE",v8,v,8,6.0,360,380
13208,"2013 GMC Sierra 2500HD Specs: 4WD Crew Cab 153.7"" Work Truck",v8,v,8,6.0,360,380
13209,"2013 GMC Sierra 2500HD Specs: 4WD Crew Cab 153.7"" SLT",v8,v,8,6.0,360,380
13210,"2013 GMC Sierra 2500HD Specs: 4WD Crew Cab 153.7"" SLE",v8,v,8,6.0,360,380
13211,"2013 GMC Sierra 2500HD Specs: 4WD Crew Cab 153.7"" Denali",v8,v,8,6.0,360,380
13212,"2013 GMC Sierra 2500HD Specs: 2WD Reg Cab 133.7"" Work Truck",v8,v,8,6.0,360,380
13213,"2013 GMC Sierra 2500HD Specs: 2WD Reg Cab 133.7"" SLE",v8,v,8,6.0,360,380
13214,"2013 GMC Sierra 2500HD Specs: 2WD Ext Cab 158.2"" Work Truck",v8,v,8,6.0,360,380
13215,"2013 GMC Sierra 2500HD Specs: 2WD Ext Cab 158.2"" SLT",v8,v,8,6.0,360,380
13216,"2013 GMC Sierra 2500HD Specs: 2WD Ext Cab 158.2"" SLE",v8,v,8,6.0,360,380
13217,"2013 GMC Sierra 2500HD Specs: 2WD Ext Cab 144.2"" Work Truck",v8,v,8,6.0,360,380
13218,"2013 GMC Sierra 2500HD Specs: 2WD Ext Cab 144.2"" SLT",v8,v,8,6.0,360,380
13219,"2013 GMC Sierra 2500HD Specs: 2WD Ext Cab 144.2"" SLE",v8,v,8,6.0,360,380
13220,"2013 GMC Sierra 2500HD Specs: 2WD Crew Cab 167.7"" Work Truck",v8,v,8,6.0,360,380
13221,"2013 GMC Sierra 2500HD Specs: 2WD Crew Cab 167.7"" SLT",v8,v,8,6.0,360,380
13222,"2013 GMC Sierra 2500HD Specs: 2WD Crew Cab 167.7"" SLE",v8,v,8,6.0,360,380
13223,"2013 GMC Sierra 2500HD Specs: 2WD Crew Cab 153.7"" Work Truck",v8,v,8,6.0,360,380
13224,"2013 GMC Sierra 2500HD Specs: 2WD Crew Cab 153.7"" SLT",v8,v,8,6.0,360,380
13225,"2013 GMC Sierra 2500HD Specs: 2WD Crew Cab 153.7"" SLE",v8,v,8,6.0,360,380
13226,"2012 GMC Sierra 2500HD Specs: 2WD Crew Cab 153.7"" Denali",v8,v,8,6.0,360,380
13227,"2012 GMC Sierra 2500HD Specs: 4WD Reg Cab 133.7"" Work Truck",v8,v,8,6.0,360,380
13228,"2012 GMC Sierra 2500HD Specs: 4WD Reg Cab 133.7"" SLE",v8,v,8,6.0,360,380
13229,"2012 GMC Sierra 2500HD Specs: 4WD Ext Cab 158.2"" Work Truck",v8,v,8,6.0,360,380
13230,"2012 GMC Sierra 2500HD Specs: 4WD Ext Cab 158.2"" SLT",v8,v,8,6.0,360,380
13231,"2012 GMC Sierra 2500HD Specs: 4WD Ext Cab 158.2"" SLE",v8,v,8,6.0,360,380
13232,"2012 GMC Sierra 2500HD Specs: 4WD Ext Cab 144.2"" Work Truck",v8,v,8,6.0,360,380
13233,"2012 GMC Sierra 2500HD Specs: 4WD Ext Cab 144.2"" SLT",v8,v,8,6.0,360,380
13234,"2012 GMC Sierra 2500HD Specs: 4WD Ext Cab 144.2"" SLE",v8,v,8,6.0,360,380
13235,"2012 GMC Sierra 2500HD Specs: 4WD Crew Cab 167.7"" Work Truck",v8,v,8,6.0,360,380
13236,"2012 GMC Sierra 2500HD Specs: 4WD Crew Cab 167.7"" SLT",v8,v,8,6.0,360,380
13237,"2012 GMC Sierra 2500HD Specs: 4WD Crew Cab 167.7"" SLE",v8,v,8,6.0,360,380
13238,"2012 GMC Sierra 2500HD Specs: 4WD Crew Cab 153.7"" Work Truck",v8,v,8,6.0,360,380
13239,"2012 GMC Sierra 2500HD Specs: 4WD Crew Cab 153.7"" SLT",v8,v,8,6.0,360,380
13240,"2012 GMC Sierra 2500HD Specs: 4WD Crew Cab 153.7"" SLE",v8,v,8,6.0,360,380
13241,"2012 GMC Sierra 2500HD Specs: 4WD Crew Cab 153.7"" Denali",v8,v,8,6.0,360,380
13242,"2012 GMC Sierra 2500HD Specs: 2WD Reg Cab 133.7"" Work Truck",v8,v,8,6.0,360,380
13243,"2012 GMC Sierra 2500HD Specs: 2WD Reg Cab 133.7"" SLE",v8,v,8,6.0,360,380
13244,"2012 GMC Sierra 2500HD Specs: 2WD Ext Cab 158.2"" Work Truck",v8,v,8,6.0,360,380
13245,"2012 GMC Sierra 2500HD Specs: 2WD Ext Cab 158.2"" SLT",v8,v,8,6.0,360,380
13246,"2012 GMC Sierra 2500HD Specs: 2WD Ext Cab 158.2"" SLE",v8,v,8,6.0,360,380
13247,"2012 GMC Sierra 2500HD Specs: 2WD Ext Cab 144.2"" Work Truck",v8,v,8,6.0,360,380
13248,"2012 GMC Sierra 2500HD Specs: 2WD Ext Cab 144.2"" SLT",v8,v,8,6.0,360,380
13249,"2012 GMC Sierra 2500HD Specs: 2WD Ext Cab 144.2"" SLE",v8,v,8,6.0,360,380
13250,"2012 GMC Sierra 2500HD Specs: 2WD Crew Cab 167.7"" Work Truck",v8,v,8,6.0,360,380
13251,"2012 GMC Sierra 2500HD Specs: 2WD Crew Cab 167.7"" SLT",v8,v,8,6.0,360,380
13252,"2012 GMC Sierra 2500HD Specs: 2WD Crew Cab 167.7"" SLE",v8,v,8,6.0,360,380
13253,"2012 GMC Sierra 2500HD Specs: 2WD Crew Cab 153.7"" Work Truck",v8,v,8,6.0,360,380
13254,"2012 GMC Sierra 2500HD Specs: 2WD Crew Cab 153.7"" SLT",v8,v,8,6.0,360,380
13255,"2012 GMC Sierra 2500HD Specs: 2WD Crew Cab 153.7"" SLE",v8,v,8,6.0,360,380
13256,"2011 GMC Sierra 2500HD Specs: 2WD Crew Cab 153.7"" Denali",v8,v,8,6.0,360,380
13257,"2011 GMC Sierra 2500HD Specs: 4WD Reg Cab 133.7"" Work Truck",v8,v,8,6.0,360,380
13258,"2011 GMC Sierra 2500HD Specs: 4WD Reg Cab 133.7"" SLE",v8,v,8,6.0,360,380
13259,"2011 GMC Sierra 2500HD Specs: 4WD Ext Cab 158.2"" Work Truck",v8,v,8,6.0,360,380
13260,"2011 GMC Sierra 2500HD Specs: 4WD Ext Cab 158.2"" SLT",v8,v,8,6.0,360,380
13261,"2011 GMC Sierra 2500HD Specs: 4WD Ext Cab 158.2"" SLE",v8,v,8,6.0,360,380
13262,"2011 GMC Sierra 2500HD Specs: 4WD Ext Cab 144.2"" Work Truck",v8,v,8,6.0,360,380
13263,"2011 GMC Sierra 2500HD Specs: 4WD Ext Cab 144.2"" SLT",v8,v,8,6.0,360,380
13264,"2011 GMC Sierra 2500HD Specs: 4WD Ext Cab 144.2"" SLE",v8,v,8,6.0,360,380
13265,"2011 GMC Sierra 2500HD Specs: 4WD Crew Cab 167.7"" Work Truck",v8,v,8,6.0,360,380
13266,"2011 GMC Sierra 2500HD Specs: 4WD Crew Cab 167.7"" SLT",v8,v,8,6.0,360,380
13267,"2011 GMC Sierra 2500HD Specs: 4WD Crew Cab 167.7"" SLE",v8,v,8,6.0,360,380
13268,"2011 GMC Sierra 2500HD Specs: 4WD Crew Cab 153.7"" Work Truck",v8,v,8,6.0,360,380
13269,"2011 GMC Sierra 2500HD Specs: 4WD Crew Cab 153.7"" SLT",v8,v,8,6.0,360,380
13270,"2011 GMC Sierra 2500HD Specs: 4WD Crew Cab 153.7"" SLE",v8,v,8,6.0,360,380
13271,"2011 GMC Sierra 2500HD Specs: 4WD Crew Cab 153.7"" Denali",v8,v,8,6.0,360,380
13272,"2011 GMC Sierra 2500HD Specs: 2WD Reg Cab 133.7"" Work Truck",v8,v,8,6.0,360,380
13273,"2011 GMC Sierra 2500HD Specs: 2WD Reg Cab 133.7"" SLE",v8,v,8,6.0,360,380
13274,"2011 GMC Sierra 2500HD Specs: 2WD Ext Cab 158.2"" Work Truck",v8,v,8,6.0,360,380
13275,"2011 GMC Sierra 2500HD Specs: 2WD Ext Cab 158.2"" SLT",v8,v,8,6.0,360,380
13276,"2011 GMC Sierra 2500HD Specs: 2WD Ext Cab 158.2"" SLE",v8,v,8,6.0,360,380
13277,"2011 GMC Sierra 2500HD Specs: 2WD Ext Cab 144.2"" Work Truck",v8,v,8,6.0,360,380
13278,"2011 GMC Sierra 2500HD Specs: 2WD Ext Cab 144.2"" SLT",v8,v,8,6.0,360,380
13279,"2011 GMC Sierra 2500HD Specs: 2WD Ext Cab 144.2"" SLE",v8,v,8,6.0,360,380
13280,"2011 GMC Sierra 2500HD Specs: 2WD Crew Cab 167.7"" Work Truck",v8,v,8,6.0,360,380
13281,"2011 GMC Sierra 2500HD Specs: 2WD Crew Cab 167.7"" SLT",v8,v,8,6.0,360,380
13282,"2011 GMC Sierra 2500HD Specs: 2WD Crew Cab 167.7"" SLE",v8,v,8,6.0,360,380
13283,"2011 GMC Sierra 2500HD Specs: 2WD Crew Cab 153.7"" Work Truck",v8,v,8,6.0,360,380
13284,"2011 GMC Sierra 2500HD Specs: 2WD Crew Cab 153.7"" SLT",v8,v,8,6.0,360,380
13285,"2011 GMC Sierra 2500HD Specs: 2WD Crew Cab 153.7"" SLE",v8,v,8,6.0,360,380
13286,"2010 GMC Sierra 2500HD Specs: 2WD Crew Cab 153"" SLE",v8,v,8,6.0,360,380
13287,"2010 GMC Sierra 2500HD Specs: 4WD Reg Cab 133"" Work Truck",v8,v,8,6.0,360,380
13288,"2010 GMC Sierra 2500HD Specs: 4WD Reg Cab 133"" SLE",v8,v,8,6.0,360,380
13289,"2010 GMC Sierra 2500HD Specs: 4WD Ext Cab 157.5"" Work Truck",v8,v,8,6.0,360,380
13290,"2010 GMC Sierra 2500HD Specs: 4WD Ext Cab 157.5"" SLT",v8,v,8,6.0,360,380
13291,"2010 GMC Sierra 2500HD Specs: 4WD Ext Cab 157.5"" SLE",v8,v,8,6.0,360,380
